Quarter,Minute,Second,Down,ToGo,YardLine,PointDiff,PlayType
3,1,40,1,10,63,1,1
2,3,53,2,23,43,7,0
1,1,52,1,10,27,0,1
2,2,31,3,10,20,-4,1
1,5,39,2,4,60,-3,1
3,15,0,1,10,20,-10,0
1,9,5,1,10,16,0,0
2,0,26,1,10,34,0,1
4,3,42,2,5,61,-16,1
1,7,4,1,10,36,-7,0
4,13,5,1,2,98,1,0
1,11,36,2,1,78,0,0
1,10,25,1,10,62,0,1
4,4,40,2,16,20,-4,1
4,11,26,3,10,42,8,1
2,11,40,1,10,10,3,1
3,10,10,1,10,67,18,1
1,2,40,2,5,45,0,0
3,1,29,1,10,21,-22,0
3,2,21,1,5,95,-10,0
1,13,22,2,8,33,0,1
4,4,11,3,15,67,-14,1
2,9,15,3,1,98,10,0
3,10,19,2,3,66,10,1
2,12,25,1,10,22,7,0
1,14,51,2,10,24,0,0
4,8,17,1,10,81,-7,0
1,2,7,3,4,26,-1,1
2,5,24,1,10,3,7,0
3,0,9,1,10,44,18,1
2,7,2,1,10,13,6,1
4,11,36,1,10,31,-3,1
3,2,26,1,10,11,-10,1
4,4,11,3,17,50,-24,1
4,12,40,1,10,26,8,0
4,5,52,1,18,82,-33,1
4,8,6,1,10,12,-10,1
2,9,17,2,10,48,-2,1
4,13,29,2,8,85,-27,1
2,6,22,2,3,87,4,0
1,9,57,1,10,32,7,0
3,0,22,3,3,46,8,1
1,9,50,2,3,97,0,1
4,2,4,1,10,58,19,0
1,9,41,4,1,64,0,0
4,9,5,1,8,92,7,0
3,2,31,2,34,9,-3,1
1,2,54,2,4,96,-7,1
4,10,29,1,10,61,-25,1
1,5,0,2,5,58,0,0
3,10,28,1,10,20,-10,0
2,1,48,1,10,3,-11,1
2,2,36,1,9,91,6,1
1,14,39,2,4,26,0,0
1,2,27,2,10,20,-6,1
4,4,0,1,10,16,-11,1
3,8,47,1,10,73,-1,0
1,4,24,1,10,19,0,1
3,12,45,1,10,38,7,1
1,8,2,2,7,54,0,0
5,14,5,1,10,28,1,1
1,1,16,2,12,45,7,0
1,3,25,2,13,5,4,0
4,6,6,2,5,41,-5,1
4,9,37,2,8,19,-14,1
2,13,22,1,10,51,-1,1
1,11,6,2,10,51,0,1
1,2,48,1,10,35,-10,0
1,8,20,3,1,28,0,1
2,0,28,1,10,40,4,1
2,0,16,2,2,98,12,0
2,3,59,3,8,11,-4,1
3,3,16,1,10,27,-16,0
1,5,8,3,5,83,0,1
3,2,36,1,10,52,3,0
4,9,45,1,19,68,5,1
1,0,9,1,10,75,0,1
4,3,48,1,10,25,-5,1
3,0,30,1,10,19,-15,1
2,11,25,3,22,67,-4,0
2,1,15,1,10,82,-38,1
3,12,36,1,10,25,-2,1
1,1,20,2,10,67,3,1
2,1,34,2,15,31,-6,1
4,10,11,1,10,24,-20,1
3,6,4,2,7,54,6,0
4,0,27,1,10,68,-4,1
3,11,24,1,10,50,-21,1
1,1,30,3,16,14,7,1
4,0,56,3,2,57,-3,1
2,12,24,2,6,52,7,1
4,2,49,2,7,23,3,1
4,1,44,2,9,53,8,0
1,9,11,1,10,35,0,1
4,2,49,1,10,20,-14,1
3,6,36,1,10,87,7,1
4,5,10,2,7,23,-9,1
1,9,4,3,10,46,7,0
3,10,28,3,2,90,0,1
1,3,47,1,10,20,4,1
1,2,15,3,4,72,7,1
1,4,7,2,7,54,-3,0
4,0,20,1,10,28,6,1
1,7,55,3,17,29,3,1
4,2,10,1,10,87,-25,1
3,14,20,2,3,32,13,0
4,15,0,1,10,88,21,0
2,1,21,2,10,11,-7,1
2,11,53,2,4,96,8,0
3,8,59,1,10,78,7,0
1,13,33,1,10,68,0,1
3,5,13,1,10,32,-8,1
2,1,2,3,1,59,12,0
1,8,40,2,2,88,0,0
2,5,49,2,5,68,4,1
2,12,56,3,1,40,-21,0
4,4,4,3,11,56,-12,1
3,8,19,2,9,50,5,1
2,0,22,1,10,21,10,0
3,14,54,1,10,18,4,1
2,14,49,1,10,14,3,1
2,8,46,1,3,97,0,0
3,14,6,3,9,23,-10,1
4,10,58,1,10,32,-9,0
3,4,16,3,21,11,0,1
1,14,4,2,8,33,0,1
4,6,26,4,6,64,-21,1
2,13,40,1,10,41,-10,0
4,3,58,3,1,57,3,0
1,8,24,2,10,50,7,1
3,6,58,1,10,71,-4,0
4,9,47,1,10,81,22,0
1,8,23,1,10,28,0,0
2,2,12,1,15,16,-4,1
4,0,4,1,10,65,-9,1
4,10,33,3,8,84,-10,1
3,4,38,1,10,9,-8,0
1,0,1,2,10,67,-11,0
4,13,4,1,10,8,0,1
1,4,19,1,10,35,3,0
1,3,46,1,10,56,-2,0
3,11,5,1,10,78,-4,0
2,9,35,2,20,54,-13,1
4,3,33,1,15,72,-3,1
1,12,15,2,4,31,-3,0
2,15,0,2,6,24,0,1
2,5,59,2,6,79,-7,0
4,8,9,1,10,4,7,1
1,11,22,2,10,20,-7,0
3,13,42,1,10,32,-4,0
3,6,19,1,10,20,0,1
4,10,6,1,10,46,-10,1
2,3,58,2,1,92,0,0
4,4,39,3,25,10,-21,1
2,15,0,1,10,16,11,0
3,12,42,2,5,29,-5,0
2,13,1,3,15,30,-10,0
2,2,0,2,4,56,12,1
1,2,19,1,10,35,-12,1
2,10,5,3,8,54,0,1
2,8,52,2,18,16,-14,1
3,14,55,1,10,25,1,1
1,6,30,3,4,75,7,1
3,8,47,1,10,34,10,0
4,0,56,1,10,34,-23,1
3,7,10,1,20,65,6,1
1,2,49,4,1,70,3,1
2,14,18,3,8,17,-3,1
3,3,30,1,20,52,-36,1
2,0,53,2,3,64,-7,1
2,10,37,2,2,28,-10,0
3,13,10,3,1,39,7,0
4,9,16,2,10,34,-20,1
3,2,10,1,6,94,1,0
4,2,23,1,9,91,4,0
3,2,13,1,10,37,3,1
1,3,12,3,21,25,10,1
1,5,28,2,8,34,0,1
4,8,18,2,9,76,-10,1
1,15,0,1,10,20,0,0
4,2,26,1,10,67,5,0
2,12,29,1,10,37,-3,1
2,9,42,2,8,83,-13,1
2,11,31,3,7,61,0,1
1,15,0,1,10,20,0,1
2,10,56,1,15,28,-21,0
1,7,39,1,10,14,0,1
4,13,8,1,10,42,-28,1
1,6,8,2,4,61,-3,1
4,3,30,2,7,84,-10,1
4,9,26,1,10,66,-7,0
4,9,38,2,7,49,22,0
3,6,40,1,10,26,-9,0
1,1,33,2,11,38,-9,1
4,7,15,1,10,76,-33,0
3,13,41,3,8,20,-7,1
4,7,55,2,10,17,-12,1
3,9,40,3,13,76,-10,0
4,11,33,1,10,20,-12,1
4,0,43,2,1,54,-1,1
4,2,29,2,8,65,38,1
2,12,32,2,10,66,-7,1
3,5,42,1,10,53,1,1
2,12,39,1,10,37,4,1
4,13,22,1,10,23,-31,0
1,6,37,1,10,49,0,1
3,1,22,2,8,49,7,1
3,9,32,1,10,67,24,0
4,4,35,1,10,69,-2,0
4,0,26,4,10,37,5,1
3,2,40,1,10,20,-10,0
1,7,46,3,3,19,0,1
1,4,40,1,10,20,-5,0
1,3,5,1,10,10,3,1
2,10,31,1,10,62,-4,1
4,1,52,3,3,56,-13,1
2,1,53,1,10,63,9,1
3,0,10,3,1,65,-17,0
1,11,57,2,6,47,0,0
3,6,22,1,20,23,-6,1
4,10,37,3,4,17,3,1
2,5,3,1,7,93,1,1
3,8,1,3,5,25,14,0
3,14,56,1,10,24,-17,0
4,5,6,1,10,78,7,0
2,0,40,2,10,40,3,1
1,2,39,1,10,32,-3,0
1,14,29,2,3,32,0,1
3,1,4,1,10,34,7,1
2,13,25,3,6,60,-3,1
2,11,55,1,10,43,-3,0
2,13,5,1,18,54,-11,1
2,6,22,2,3,62,-7,1
1,1,15,1,10,20,-3,0
2,0,36,1,10,65,10,1
4,3,9,1,10,24,-4,1
4,13,28,2,10,41,0,1
2,8,12,2,14,28,4,0
2,10,21,2,7,33,7,1
4,1,2,1,10,50,-16,1
4,2,28,4,2,82,-13,1
3,5,3,3,19,33,-4,1
4,1,40,1,10,46,13,0
2,0,39,1,10,55,3,1
3,4,10,1,10,74,-11,0
3,9,14,1,10,54,20,0
4,4,12,2,8,30,3,1
2,0,13,2,3,61,-6,1
3,7,23,1,10,5,-12,0
3,7,15,2,4,66,0,0
1,0,15,1,10,1,-3,0
4,7,46,3,7,54,-7,1
2,6,35,2,6,70,-3,0
4,11,33,2,21,11,-7,0
4,2,47,1,5,51,-18,1
4,10,22,2,6,91,-14,0
2,9,18,1,10,31,-7,1
4,11,57,1,10,19,-38,1
2,1,43,3,15,57,-4,1
3,9,0,1,3,97,3,0
3,5,18,2,8,51,14,1
1,4,25,2,6,18,-7,0
1,14,8,3,8,18,0,1
1,13,23,1,10,37,0,0
2,1,19,2,9,69,11,1
2,4,6,3,5,25,-13,1
4,7,59,2,8,16,-13,1
3,7,3,1,10,69,14,0
2,1,30,2,4,61,-3,1
4,12,10,3,18,50,-1,1
1,8,16,1,10,33,-7,1
3,13,59,2,11,35,7,1
2,8,38,1,8,92,10,1
2,10,1,3,12,23,-3,1
1,13,37,1,10,34,0,1
1,12,40,1,6,94,0,0
1,2,50,3,9,91,0,1
1,6,4,1,10,52,0,0
1,0,12,2,6,24,-7,1
4,3,11,1,10,12,-5,1
2,1,26,1,10,56,-7,1
1,11,52,2,5,95,0,1
4,6,35,3,15,57,-13,1
2,12,57,3,13,27,0,1
4,10,39,1,10,88,0,0
1,0,36,2,8,22,-9,1
4,12,57,2,8,92,17,0
1,14,16,2,4,50,0,0
2,8,58,3,6,49,-9,1
4,6,43,2,5,25,-9,0
1,0,46,1,10,11,3,0
2,0,44,3,3,78,-3,1
4,4,14,2,3,55,-16,1
1,12,19,3,7,49,0,1
3,12,53,1,10,25,3,0
2,2,36,1,10,83,-5,1
1,13,38,3,13,16,0,1
1,9,23,3,12,53,-13,1
3,12,52,2,7,57,-6,0
4,8,42,1,10,20,-15,1
1,7,11,2,10,4,0,0
1,10,40,2,1,29,-3,1
4,10,57,2,7,25,-24,1
3,2,44,1,10,38,10,1
4,7,41,1,10,90,-7,0
1,9,13,2,10,20,-7,1
4,3,26,2,9,45,-27,1
4,6,53,1,10,30,-19,1
1,13,27,2,10,19,0,0
3,10,13,1,10,66,-3,1
2,6,40,3,7,39,-1,1
1,10,40,1,10,20,-15,0
2,12,2,1,10,54,10,0
3,11,55,3,1,35,-5,0
3,7,24,1,10,26,-7,1
4,15,0,3,14,48,3,1
3,9,4,2,6,49,10,1
3,1,23,1,10,78,14,0
1,0,17,1,10,35,3,1
1,14,26,2,9,17,0,1
4,6,0,3,2,9,1,1
3,7,47,1,10,40,6,1
1,9,43,1,10,23,0,1
4,9,58,3,4,67,0,1
2,12,38,2,10,31,-4,1
3,4,57,2,20,56,5,1
1,9,10,2,5,25,-7,1
4,8,55,1,10,25,5,0
3,2,49,2,7,23,-1,0
2,12,29,2,9,21,-11,1
4,3,41,3,8,78,-10,1
3,5,12,2,11,19,-7,1
4,3,18,2,7,32,-26,0
1,8,59,2,10,36,-7,0
4,12,46,2,4,28,6,1
4,9,44,3,3,77,3,1
1,4,58,2,10,73,6,0
3,9,22,1,10,20,-10,1
3,5,15,2,9,43,6,1
4,2,54,2,2,30,-23,1
1,6,57,2,14,32,-3,1
3,3,47,2,2,29,-1,0
1,7,29,1,10,20,0,1
3,14,56,1,10,21,-1,0
3,12,5,3,12,9,-13,1
3,11,24,2,10,33,-15,0
3,2,14,1,10,20,-3,1
4,2,31,1,10,16,-8,1
1,14,18,2,9,21,0,1
4,6,15,2,10,84,-15,1
3,13,9,1,10,30,1,0
2,0,40,1,10,77,-4,1
3,11,46,1,10,18,-18,0
3,11,34,1,10,20,-6,1
3,5,49,1,10,20,-20,0
3,1,50,1,10,46,14,0
1,0,19,3,1,87,1,0
2,4,59,2,7,23,-18,1
4,8,14,3,4,38,3,1
1,14,20,2,7,23,0,1
1,0,35,1,10,46,-3,1
2,11,35,2,10,34,-4,0
1,9,51,1,9,91,0,0
3,13,23,2,5,40,-3,1
2,1,59,3,13,3,30,0
1,14,28,2,8,22,0,1
2,0,13,4,1,55,1,1
3,11,46,1,10,89,3,0
2,7,25,2,6,54,0,0
4,1,49,2,2,98,-3,0
1,9,58,1,10,44,0,1
3,7,6,1,10,59,-27,0
5,13,48,1,10,70,0,0
4,9,5,1,10,28,0,1
2,7,51,1,10,45,9,0
4,8,13,1,10,45,-13,1
1,12,2,3,11,48,0,1
4,13,14,1,10,74,-29,0
1,0,18,2,10,87,1,0
1,10,22,1,10,89,0,0
2,1,15,1,10,64,0,1
1,12,0,1,10,19,0,0
1,3,6,3,2,12,10,1
3,13,17,1,10,27,12,0
2,10,56,1,10,20,-6,0
4,0,35,4,2,38,-16,1
4,9,37,2,2,43,7,0
2,14,18,1,10,25,-16,1
4,4,7,2,4,44,11,0
3,8,56,1,10,83,0,1
2,10,12,1,10,87,7,1
3,9,18,2,11,17,-18,1
5,11,19,1,10,20,0,0
4,11,57,1,10,85,-19,0
3,9,43,1,10,66,-16,1
2,6,20,2,3,42,7,1
1,0,31,3,3,70,0,1
4,3,44,1,10,54,18,0
3,11,16,1,15,43,-8,1
1,0,9,3,1,99,7,0
3,10,35,3,3,63,3,1
4,2,2,2,7,31,-19,1
3,8,7,1,10,34,-13,0
3,11,10,1,10,71,9,1
4,9,12,2,12,29,-16,0
2,14,21,1,10,79,-3,1
3,1,5,1,10,48,-14,0
3,14,48,1,10,79,-14,1
2,1,47,1,10,20,-6,1
2,10,38,3,7,7,4,1
1,15,0,1,10,20,0,0
4,12,35,1,10,44,3,0
4,0,38,1,10,81,0,0
4,4,30,1,10,86,-34,1
1,8,55,1,10,31,-3,1
1,3,34,1,10,87,1,0
1,9,55,2,7,46,0,1
3,12,33,1,10,43,1,0
3,11,27,1,10,20,-9,0
2,0,36,1,10,26,4,0
4,0,24,2,10,50,-5,1
2,12,0,1,10,35,-7,1
4,0,55,2,2,98,-8,1
2,4,6,1,10,75,0,1
4,4,0,2,10,30,-19,1
4,3,35,2,8,26,13,1
3,0,44,1,10,76,6,0
3,12,12,2,10,49,-6,1
3,9,40,2,7,77,10,1
1,5,45,2,10,66,0,1
3,12,15,3,1,50,22,0
4,10,25,2,8,83,10,1
4,3,5,1,10,39,-4,1
3,8,39,2,4,70,2,0
3,10,33,2,4,85,0,0
4,11,0,1,10,41,-6,0
4,14,27,3,8,85,15,1
3,7,1,3,9,48,-6,1
3,5,32,1,10,30,-9,0
1,14,54,1,10,24,0,1
4,6,14,3,5,73,12,1
4,10,27,3,2,65,7,0
1,13,18,1,10,43,0,1
1,0,57,1,10,64,-10,0
4,12,59,2,10,89,-6,1
2,9,15,2,4,76,10,0
2,9,45,2,1,96,7,0
1,6,46,1,10,79,-7,0
2,0,20,3,1,58,-3,1
1,10,27,1,10,26,-7,1
2,1,5,2,16,64,7,1
1,6,16,1,10,21,-3,0
3,8,35,1,6,94,0,0
3,13,1,1,10,60,-11,0
3,9,42,2,18,20,-23,0
3,5,32,2,5,39,16,1
2,4,2,1,10,5,7,1
1,7,11,1,10,67,-3,0
2,4,23,1,10,55,-11,0
3,13,37,2,10,32,-18,0
3,11,24,2,10,74,3,1
2,7,25,1,10,70,7,1
2,7,59,2,6,25,-11,0
3,9,23,1,10,39,-1,1
4,6,29,3,4,56,-25,1
3,14,29,1,10,47,-7,0
4,11,34,2,9,67,4,1
4,6,51,3,10,90,-27,1
3,2,7,1,10,42,0,1
3,10,48,2,6,20,-28,1
4,9,10,1,10,46,-19,1
4,14,50,1,5,95,3,0
1,2,18,2,9,39,-14,1
4,6,3,1,10,72,30,0
4,7,11,1,10,65,-28,1
3,9,12,3,15,2,-13,1
2,13,55,1,10,50,-3,0
2,3,58,2,10,42,10,1
2,8,12,1,10,26,-24,0
1,11,41,2,9,11,0,0
1,14,21,2,5,29,0,1
3,5,49,1,10,42,-18,1
1,0,3,2,10,5,0,1
4,12,10,3,4,87,-3,1
3,8,39,1,10,16,-3,0
1,13,24,1,10,45,0,1
4,2,14,2,4,54,7,0
2,10,45,2,4,44,10,0
2,7,31,2,9,16,6,1
4,14,20,1,10,51,-8,1
2,9,30,2,5,12,0,1
2,12,57,1,10,15,7,0
1,12,29,3,14,34,0,1
2,8,37,1,10,76,10,0
4,0,12,2,10,79,-14,1
2,9,29,1,10,46,10,0
4,12,40,1,10,41,17,0
1,3,8,1,10,74,3,1
3,8,26,2,2,67,27,0
4,2,25,3,6,84,15,0
2,13,17,2,8,45,7,1
3,9,58,1,10,20,-2,0
4,2,16,1,20,38,-14,1
1,9,16,1,10,16,0,1
4,14,23,2,10,72,-17,1
1,12,42,1,10,16,0,1
3,6,24,1,10,27,-13,0
2,10,53,1,10,37,0,0
4,10,7,1,10,20,3,1
4,15,0,1,10,60,4,0
4,6,59,1,10,28,-16,1
2,2,0,3,3,22,-4,1
2,4,48,1,10,35,7,0
4,12,29,3,8,38,-8,1
1,6,5,1,10,34,7,0
2,1,45,2,1,68,16,0
4,7,58,1,11,1,1,0
3,13,41,2,5,38,-9,1
3,5,3,3,25,9,-28,1
4,3,4,3,4,46,-1,1
2,7,0,1,10,32,-7,0
2,0,54,1,10,54,7,1
4,11,20,2,10,49,3,0
2,1,8,1,10,53,0,1
4,9,2,1,10,56,-10,1
4,9,13,3,5,25,-26,1
1,12,13,1,10,64,0,0
1,12,22,2,5,68,0,0
2,3,46,2,3,44,-13,0
3,8,22,3,1,99,17,0
1,11,2,1,10,72,0,0
1,6,8,2,9,40,-7,1
4,1,53,2,10,63,-3,1
3,2,46,2,10,37,24,0
3,10,36,1,10,55,-12,0
1,6,22,1,10,35,-3,1
3,4,50,1,10,20,31,0
3,4,31,3,6,24,-4,1
2,11,59,2,1,67,-14,0
4,3,21,2,10,37,7,0
3,10,56,3,8,90,7,1
1,11,29,2,4,26,-7,0
3,4,39,1,10,40,22,0
1,13,2,1,10,28,0,1
1,3,6,3,4,53,-3,1
1,12,17,3,3,56,0,1
2,2,44,1,10,19,1,1
1,3,16,2,5,46,3,1
1,14,24,2,7,24,0,1
4,9,51,1,10,42,-10,1
4,10,33,1,10,78,-5,0
4,1,55,1,10,68,-8,1
2,10,40,2,6,77,-7,1
4,3,56,2,11,56,23,1
1,1,18,1,10,53,7,0
2,1,37,2,13,63,-15,1
4,1,13,2,10,72,-11,1
3,3,48,1,10,20,11,1
2,2,0,3,9,55,7,1
2,0,37,1,10,55,-11,1
4,11,37,2,10,65,-3,0
3,15,0,1,10,20,-8,1
4,0,56,1,8,92,-3,1
1,8,57,1,10,20,0,0
1,2,48,1,10,70,-3,0
2,1,18,3,7,70,-18,1
4,10,41,2,12,56,6,1
1,0,49,1,10,30,0,0
2,15,0,2,4,52,0,0
3,2,0,1,10,40,7,0
2,12,37,2,18,48,-7,1
1,2,29,1,10,6,3,0
4,2,50,2,10,20,21,0
3,6,27,1,10,20,-15,1
3,12,14,1,10,42,25,0
4,8,6,2,9,32,13,1
1,13,50,3,7,79,0,1
4,9,7,2,22,8,-18,1
2,14,33,1,10,49,0,0
4,2,40,1,10,18,-13,1
4,13,15,1,10,73,8,1
3,4,16,3,3,27,-3,1
3,0,8,1,10,52,-9,1
2,1,3,2,1,41,-7,1
3,14,25,1,10,15,-4,0
3,14,23,2,2,31,7,1
3,9,58,2,10,39,-11,0
3,14,36,2,7,28,-3,1
2,12,38,1,10,41,11,1
4,0,59,1,10,78,-33,1
3,9,55,1,10,37,4,1
4,10,11,1,10,86,-7,0
1,0,37,2,14,38,0,1
3,13,13,1,10,55,14,0
2,12,33,1,10,67,9,1
4,15,0,4,1,67,-13,0
3,2,15,2,5,95,4,1
1,3,34,3,7,23,-5,1
4,9,52,1,10,18,6,1
3,14,10,1,10,54,2,1
3,9,4,1,1,99,-2,0
2,4,3,2,1,34,-8,1
2,5,48,2,1,76,-4,0
3,0,6,2,10,70,-4,1
1,6,44,2,11,70,0,0
3,2,56,1,10,79,-14,0
3,12,25,1,10,46,-24,1
4,4,22,1,10,22,-23,1
3,10,28,1,10,20,7,1
2,6,28,1,10,13,0,1
4,3,55,2,8,92,14,1
1,0,50,3,4,15,-7,1
2,10,12,2,4,95,-10,0
3,9,10,1,10,29,-10,1
3,0,41,3,5,26,-13,1
4,4,55,1,10,36,3,0
1,13,53,1,10,46,0,0
3,11,41,1,10,20,-30,1
4,13,33,3,2,96,21,1
3,12,26,1,10,59,-7,1
4,5,12,1,7,93,11,1
4,3,56,3,7,23,-1,1
1,10,5,3,10,66,0,1
2,7,13,2,8,65,3,1
4,11,37,2,11,49,10,1
2,6,0,1,10,52,4,1
1,2,41,1,10,25,7,1
2,11,56,2,19,35,0,1
4,5,58,1,10,37,-9,1
2,11,45,3,2,14,-7,1
1,10,9,2,10,32,7,1
1,14,55,1,10,22,0,1
3,11,25,1,10,27,10,0
1,10,40,3,11,44,0,1
2,0,13,2,10,82,-20,1
3,3,14,1,10,90,-35,0
4,2,24,3,8,16,21,0
4,1,33,1,10,46,-3,1
5,12,24,3,5,53,0,1
2,0,45,2,10,56,17,1
1,5,33,1,10,45,0,0
2,14,8,2,7,35,0,0
2,5,44,1,10,30,-4,1
4,1,7,2,10,64,-4,1
3,4,5,2,1,20,-16,0
1,14,56,1,10,18,0,0
2,5,0,2,10,64,4,0
2,0,38,2,10,64,7,1
4,4,0,3,4,17,8,1
4,0,59,1,10,33,-3,1
1,1,53,2,11,30,-7,1
3,7,8,2,2,18,-11,0
3,8,21,2,10,81,8,0
3,10,47,2,4,60,3,0
4,2,12,2,3,16,-27,1
4,14,31,1,2,98,-16,0
3,13,49,1,10,33,-10,0
3,12,27,2,1,99,6,0
1,10,35,2,10,75,0,0
3,5,44,3,2,46,7,0
2,1,13,1,10,86,-4,1
4,4,51,2,10,54,-8,1
4,4,13,2,7,35,13,0
4,3,19,2,9,42,12,0
4,0,45,2,3,97,-7,1
2,13,35,2,4,37,-7,0
3,7,59,2,11,36,-6,0
3,15,0,1,10,20,0,1
1,7,30,2,14,81,0,1
1,3,51,1,10,51,14,0
4,4,14,3,19,10,-6,1
3,11,55,3,1,65,-18,0
2,0,31,3,4,36,6,0
4,4,56,1,10,42,-4,1
2,11,12,2,6,32,-3,1
2,0,56,1,10,20,-3,1
3,9,36,1,10,25,-6,0
2,10,18,2,8,15,10,1
1,8,24,1,10,89,0,1
4,6,6,1,10,34,17,0
2,5,10,2,10,74,11,0
4,11,58,2,7,37,2,1
3,13,26,1,10,26,-3,0
1,9,53,1,10,25,-3,0
2,15,0,2,2,19,-5,0
1,10,15,2,11,21,-7,1
2,5,10,1,10,29,17,0
2,7,56,1,10,36,5,1
2,3,11,2,12,38,0,1
4,9,8,2,10,76,-21,1
1,5,9,1,10,40,7,0
3,14,9,2,5,22,0,1
3,9,3,1,10,20,7,0
3,13,40,3,3,32,-3,1
3,12,4,1,10,65,-16,0
1,6,59,2,20,24,6,1
3,3,57,1,10,72,-6,0
3,11,14,2,10,34,3,0
4,13,41,3,3,95,-13,1
2,0,6,2,5,27,0,1
3,4,50,1,10,54,-24,1
2,5,51,2,7,12,-14,1
2,7,0,1,10,37,8,1
2,0,23,1,10,83,7,1
3,5,50,3,5,10,-20,1
1,1,43,3,3,43,0,1
3,3,10,2,1,99,10,0
4,9,49,2,6,42,0,1
4,1,23,1,10,41,-6,1
3,0,46,3,13,50,27,1
2,7,7,2,10,38,0,1
2,8,19,2,7,41,17,0
2,4,2,2,8,40,-3,1
1,12,59,1,10,53,0,0
4,0,21,1,10,15,0,0
3,7,13,1,10,32,-5,0
2,1,26,2,5,13,13,0
2,6,14,2,11,18,-9,1
1,7,59,2,6,35,-3,1
2,14,49,1,20,80,-7,1
4,3,29,2,19,6,-1,1
1,4,2,3,21,42,-3,1
4,13,35,1,10,50,-3,0
4,2,0,3,4,50,21,1
1,1,27,1,10,21,7,0
3,5,3,1,4,96,9,1
3,12,19,1,10,45,-14,0
3,1,49,2,9,57,-10,1
4,3,5,3,2,81,-3,0
4,2,16,2,9,38,23,0
2,2,0,1,10,53,8,1
2,1,55,1,10,80,3,0
2,13,45,1,10,9,3,0
2,1,43,1,10,14,0,1
4,10,5,1,10,9,15,1
5,9,43,1,10,20,-3,0
1,2,42,2,10,66,-3,0
2,3,49,3,6,93,9,1
4,1,17,2,10,86,-7,1
2,4,18,2,8,35,4,0
4,13,57,1,10,32,-13,1
2,6,49,1,10,42,-13,0
2,0,53,1,9,91,-4,1
3,2,52,2,6,86,-32,1
4,2,21,3,2,55,-7,1
4,4,33,3,12,50,-22,1
2,0,16,1,10,41,6,1
4,6,59,2,5,65,-8,1
3,7,39,1,10,26,14,1
4,0,50,1,10,74,-35,1
2,14,19,1,10,51,6,1
1,8,7,1,10,18,-3,0
4,9,10,3,9,83,5,1
2,9,21,2,7,35,-7,0
2,0,22,2,8,30,-17,1
4,0,56,2,10,35,-7,1
4,5,57,1,10,56,3,0
4,13,36,4,2,45,-38,1
2,12,16,1,15,35,6,0
1,0,9,3,8,91,6,1
1,9,42,1,10,44,-7,0
1,10,49,3,9,11,0,1
2,0,47,1,5,37,-9,1
2,8,19,1,10,54,-7,0
3,7,17,3,1,36,-10,1
1,3,31,3,5,30,-1,1
3,7,55,1,10,25,1,1
2,1,3,1,10,39,4,1
1,1,26,2,15,72,7,1
3,4,2,1,10,30,-18,1
2,3,38,1,10,72,-1,1
2,3,22,2,9,44,4,1
4,11,28,2,9,32,-1,1
3,4,43,2,5,85,-5,1
3,7,48,1,10,31,-13,1
3,12,8,2,10,56,7,0
4,4,21,1,10,56,-23,1
1,8,5,1,10,39,-3,0
2,6,27,1,9,91,-22,0
3,9,45,1,10,71,-4,1
1,13,9,3,9,35,0,1
2,4,55,1,10,7,-1,0
1,5,46,1,10,84,-13,0
4,8,58,2,8,22,-6,1
3,8,48,1,10,22,7,1
4,5,27,2,10,20,-20,1
1,1,45,2,2,16,0,0
4,6,58,4,1,34,-2,0
1,11,35,3,17,4,0,0
1,9,41,3,2,22,-7,1
3,11,26,1,10,30,-10,0
3,13,32,1,10,32,-3,1
4,9,30,2,13,65,5,0
3,6,20,2,5,91,-20,0
3,12,52,3,5,41,10,1
3,13,11,1,10,37,-10,1
2,14,23,1,10,32,0,0
2,0,26,3,10,41,-20,1
1,10,23,1,10,20,-6,1
4,6,13,1,10,47,-18,1
2,5,17,3,6,45,4,1
3,2,10,1,10,25,8,0
2,5,51,2,10,52,10,1
1,8,52,2,10,15,0,0
2,9,54,1,10,21,-17,1
4,7,40,1,10,36,-19,1
3,4,50,2,11,44,7,0
4,7,10,1,2,98,-17,0
3,15,0,1,10,25,-3,0
2,7,56,2,6,73,1,0
2,2,0,1,10,61,-23,0
3,13,25,2,10,64,17,1
2,9,25,1,20,39,20,1
1,10,7,1,10,41,0,0
3,10,52,1,10,31,17,0
4,11,14,1,10,51,3,1
3,4,59,2,3,32,14,0
5,8,16,1,10,34,0,1
1,3,45,2,7,39,0,0
3,15,0,1,10,20,-7,0
3,2,49,2,7,23,-6,1
4,2,14,1,10,66,14,0
1,1,39,1,10,82,3,0
2,13,1,1,10,67,-7,0
3,2,31,1,10,25,-12,0
1,5,41,3,18,42,-7,0
3,12,44,1,10,63,-18,1
4,4,20,1,10,10,-14,1
2,5,59,3,8,90,-13,1
1,1,56,1,10,50,0,1
2,5,58,2,10,81,11,0
2,5,10,3,20,12,-14,1
4,8,31,1,5,95,-14,1
2,5,29,2,11,50,10,1
4,10,18,1,10,20,5,0
4,13,47,2,5,87,10,1
1,13,12,3,8,27,0,1
1,15,0,1,10,20,0,0
3,13,27,2,10,60,7,0
3,2,20,1,10,52,-14,1
2,1,28,1,10,57,-18,1
3,0,58,1,20,25,4,1
1,14,54,1,10,20,0,1
2,12,20,1,10,21,0,1
5,13,41,1,10,75,0,0
2,14,32,2,19,14,-3,0
